ID,year,age,sex,status,education,jobclass,health,health_ins,wage
2655,2005,54,Male,Married,HS Grad,Industrial,Good,Yes,86.69515483
2656,2006,32,Male,Married,College Grad,Industrial,Very Good,Yes,99.6894637
2657,2008,49,Male,Married,College Grad,Information,Very Good,Yes,141.7751723
2658,2005,35,Male,Married,Less than HS Grad,Industrial,Very Good,No,70.81503862
2659,2007,34,Male,Married,Less than HS Grad,Information,Very Good,No,72.15045568
2660,2003,23,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,54.59815003
2661,2008,60,Male,Married,Some College,Information,Good,Yes,127.1157438
2662,2006,54,Male,Married,Advanced Degree,Information,Good,Yes,73.77574327
2663,2003,31,Male,Married,Some College,Information,Very Good,No,139.7030715
2664,2006,47,Male,Married,College Grad,Information,Very Good,No,160.6424754
2665,2003,48,Male,Divorced,HS Grad,Industrial,Good,No,23.95294448
2666,2005,48,Male,Married,College Grad,Information,Good,Yes,115.3750386
2667,2004,35,Male,Married,HS Grad,Information,Good,No,114.4757133
2668,2006,55,Male,Married,Advanced Degree,Information,Very Good,Yes,127.1157438
2669,2004,35,Male,Married,Advanced Degree,Information,Very Good,Yes,137.5901428
2670,2009,37,Male,Married,College Grad,Information,Very Good,Yes,176.9896505
2671,2003,27,Male,Never Married,HS Grad,Information,Very Good,No,23.27470405
2672,2007,64,Male,Married,HS Grad,Information,Very Good,Yes,90.48191336
2673,2003,52,Male,Divorced,HS Grad,Industrial,Good,Yes,73.77574327
2674,2007,47,Male,Separated,Less than HS Grad,Information,Very Good,No,82.6796373
2675,2003,26,Male,Never Married,HS Grad,Industrial,Very Good,No,56.90553914
2676,2005,41,Male,Married,Less than HS Grad,Industrial,Very Good,No,128.6804882
2677,2009,22,Male,Never Married,HS Grad,Industrial,Very Good,Yes,75.04315402
2678,2004,76,Male,Married,Some College,Industrial,Good,No,73.77574327
2679,2006,46,Male,Married,HS Grad,Industrial,Good,Yes,108.0658303
2680,2006,39,Male,Married,Some College,Industrial,Good,Yes,123.0896998
2681,2006,39,Male,Married,Advanced Degree,Industrial,Very Good,Yes,277.7994802
2682,2004,23,Male,Never Married,Some College,Industrial,Good,Yes,73.77574327
2683,2006,49,Male,Married,Some College,Industrial,Very Good,Yes,123.9085676
2684,2009,44,Male,Married,Less than HS Grad,Industrial,Good,No,87.98103279
2685,2006,20,Male,Never Married,HS Grad,Industrial,Very Good,No,70.47601965
2686,2005,43,Male,Married,Advanced Degree,Information,Very Good,Yes,277.6014175
2687,2006,42,Male,Married,College Grad,Information,Very Good,Yes,148.4131591
2688,2009,46,Male,Married,College Grad,Information,Very Good,Yes,114.4757133
2689,2009,33,Male,Never Married,College Grad,Information,Very Good,Yes,99.6894637
2690,2003,62,Male,Married,Advanced Degree,Information,Very Good,Yes,268.266292
2691,2006,38,Male,Married,Some College,Information,Good,Yes,130.9821774
2692,2005,43,Male,Married,College Grad,Industrial,Very Good,No,109.8339856
2693,2005,46,Male,Divorced,College Grad,Information,Very Good,Yes,277.6014175
2694,2006,18,Male,Never Married,HS Grad,Industrial,Very Good,No,73.77574327
2695,2009,63,Male,Married,Advanced Degree,Information,Good,No,267.9010869
2696,2006,43,Male,Never Married,Advanced Degree,Industrial,Very Good,Yes,119.7408513
2697,2009,44,Male,Married,College Grad,Information,Very Good,Yes,141.7751723
2698,2008,53,Male,Never Married,Some College,Information,Good,Yes,128.2526611
2699,2008,58,Male,Never Married,Less than HS Grad,Information,Good,Yes,90.48191336
2700,2003,23,Male,Never Married,College Grad,Industrial,Very Good,No,76.89360252
2701,2004,50,Male,Married,College Grad,Information,Very Good,Yes,127.1157438
2702,2004,35,Male,Never Married,Advanced Degree,Information,Very Good,Yes,118.8843593
2703,2006,38,Male,Married,Advanced Degree,Information,Good,Yes,200.5432623
2704,2004,36,Male,Married,HS Grad,Industrial,Good,Yes,87.98103279
2705,2005,32,Male,Married,Advanced Degree,Information,Very Good,Yes,148.4131591
2706,2003,56,Male,Married,Advanced Degree,Information,Very Good,Yes,268.266292
2707,2005,41,Male,Married,Some College,Information,Very Good,No,87.98103279
2708,2004,40,Male,Never Married,HS Grad,Industrial,Good,No,99.6894637
2709,2004,26,Male,Never Married,College Grad,Industrial,Very Good,No,82.6796373
2710,2006,26,Male,Married,HS Grad,Information,Very Good,Yes,130.9821774
2711,2008,47,Male,Divorced,College Grad,Information,Very Good,Yes,108.8745258
2712,2007,25,Male,Never Married,College Grad,Information,Very Good,No,54.59815003
2713,2006,58,Male,Married,Some College,Information,Good,No,309.5717713
2714,2008,57,Male,Married,HS Grad,Information,Very Good,No,82.68239934
2715,2003,30,Male,Never Married,Less than HS Grad,Information,Very Good,No,59.62864555
2716,2007,44,Male,Married,College Grad,Information,Very Good,Yes,166.3249412
2717,2009,29,Male,Married,HS Grad,Industrial,Very Good,No,79.85490031
2718,2007,51,Male,Married,College Grad,Industrial,Good,No,118.8843593
2719,2006,37,Male,Married,Less than HS Grad,Industrial,Very Good,No,92.89584479
2720,2004,67,Male,Married,Advanced Degree,Information,Good,Yes,160.6424754
2721,2009,34,Male,Married,Less than HS Grad,Industrial,Very Good,No,70.47601965
2722,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,120.5894365
2723,2005,38,Male,Married,HS Grad,Industrial,Very Good,Yes,160.6424754
2724,2008,55,Male,Married,College Grad,Information,Very Good,Yes,171.7651326
2725,2003,27,Male,Never Married,Some College,Industrial,Good,Yes,120.5894365
2726,2007,39,Male,Married,Some College,Industrial,Very Good,Yes,134.7053751
2727,2007,54,Male,Married,Some College,Industrial,Good,Yes,148.4131591
2728,2008,55,Male,Divorced,Advanced Degree,Information,Good,Yes,129.4536446
2729,2003,49,Male,Married,Some College,Information,Good,No,134.7053751
2730,2003,42,Male,Married,Less than HS Grad,Industrial,Good,No,56.90553914
2731,2005,39,Male,Married,College Grad,Industrial,Very Good,No,87.98103279
2732,2003,32,Male,Never Married,HS Grad,Industrial,Very Good,Yes,68.11199407
2733,2005,39,Male,Married,Some College,Industrial,Very Good,Yes,128.6804882
2734,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,134.7053751
2735,2004,47,Male,Married,HS Grad,Industrial,Very Good,No,94.07271475
2736,2003,40,Male,Never Married,Some College,Industrial,Very Good,No,87.98103279
2737,2006,51,Male,Never Married,Some College,Information,Very Good,Yes,118.8843593
2738,2009,28,Male,Married,Some College,Industrial,Very Good,No,68.74808773
2739,2007,53,Male,Divorced,Some College,Industrial,Very Good,Yes,94.07271475
2740,2005,54,Male,Married,Some College,Information,Very Good,Yes,118.8843593
2741,2009,51,Male,Married,College Grad,Information,Very Good,Yes,91.69922611
2742,2008,33,Male,Married,Advanced Degree,Industrial,Very Good,No,134.7053751
2743,2008,55,Male,Married,College Grad,Industrial,Very Good,No,127.1157438
2744,2003,44,Male,Married,Advanced Degree,Industrial,Very Good,Yes,100.7642728
2745,2009,30,Male,Married,Some College,Industrial,Very Good,Yes,105.9278108
2746,2005,40,Male,Married,Advanced Degree,Information,Good,Yes,87.98103279
2747,2007,26,Male,Married,HS Grad,Industrial,Good,No,99.6894637
2748,2006,49,Male,Married,College Grad,Information,Good,Yes,112.6488963
2749,2004,43,Male,Married,Advanced Degree,Industrial,Very Good,Yes,163.515864
2750,2004,43,Male,Never Married,Some College,Industrial,Very Good,Yes,82.6796373
2751,2008,44,Male,Married,HS Grad,Industrial,Very Good,Yes,79.85490031
2752,2006,32,Male,Never Married,College Grad,Industrial,Very Good,No,49.55533812
2753,2009,34,Male,Married,Advanced Degree,Information,Very Good,Yes,152.838801
2754,2009,36,Male,Married,College Grad,Information,Good,Yes,148.4131591
2755,2006,51,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,101.4020523
2756,2007,42,Male,Married,Some College,Information,Good,No,95.68881191
2757,2003,60,Male,Married,Advanced Degree,Industrial,Good,Yes,118.8843593
2758,2004,36,Male,Married,HS Grad,Industrial,Good,No,76.89360252
2759,2006,47,Male,Married,Some College,Industrial,Very Good,Yes,118.8843593
2760,2004,60,Male,Married,Some College,Information,Good,Yes,138.2991269
2761,2003,22,Male,Never Married,HS Grad,Industrial,Very Good,No,54.59815003
2762,2005,41,Male,Never Married,HS Grad,Industrial,Very Good,No,65.11085372
2763,2003,56,Male,Divorced,College Grad,Industrial,Very Good,No,109.8339856
2764,2003,44,Male,Married,HS Grad,Industrial,Very Good,Yes,73.77574327
2765,2005,49,Male,Married,College Grad,Industrial,Very Good,Yes,105.9278108
2766,2006,45,Male,Married,College Grad,Information,Very Good,Yes,116.2653241
2767,2003,25,Male,Never Married,Some College,Industrial,Very Good,No,94.07271475
2768,2007,52,Male,Married,Some College,Industrial,Good,Yes,118.8843593
2769,2003,30,Male,Married,Advanced Degree,Information,Very Good,Yes,148.4131591
2770,2009,29,Male,Married,HS Grad,Industrial,Very Good,No,104.9215065
2771,2007,23,Male,Married,College Grad,Information,Very Good,Yes,79.85490031
2772,2007,48,Male,Divorced,HS Grad,Information,Very Good,Yes,108.8745258
2773,2009,44,Male,Married,HS Grad,Information,Very Good,No,109.8339856
2774,2003,62,Male,Married,College Grad,Industrial,Very Good,Yes,127.1157438
2775,2006,33,Male,Married,Advanced Degree,Industrial,Very Good,Yes,151.5914842
2776,2008,51,Male,Married,HS Grad,Information,Good,Yes,105.9278108
2777,2006,36,Male,Married,Advanced Degree,Information,Very Good,No,200.5432623
2778,2005,23,Male,Married,HS Grad,Industrial,Good,No,59.09706408
2779,2003,51,Male,Divorced,HS Grad,Industrial,Very Good,Yes,68.74808773
2780,2008,47,Male,Married,College Grad,Industrial,Very Good,Yes,176.9896505
2781,2003,34,Male,Never Married,HS Grad,Information,Good,Yes,103.9024706
2782,2004,34,Male,Married,HS Grad,Information,Very Good,Yes,82.6796373
2783,2009,43,Male,Married,Advanced Degree,Information,Good,Yes,200.5432623
2784,2006,43,Male,Separated,Some College,Information,Very Good,Yes,101.8243521
2785,2009,40,Male,Never Married,College Grad,Industrial,Good,Yes,163.515864
2786,2005,59,Male,Married,HS Grad,Information,Good,No,104.9215065
2787,2008,53,Male,Married,HS Grad,Industrial,Very Good,No,109.8339856
2788,2004,32,Male,Married,HS Grad,Information,Very Good,Yes,104.9215065
2789,2008,48,Male,Married,HS Grad,Industrial,Very Good,Yes,107.9039239
2790,2008,37,Male,Never Married,Advanced Degree,Information,Very Good,No,182.020621
2791,2006,20,Male,Never Married,Some College,Information,Very Good,No,75.04315402
2792,2004,32,Male,Married,HS Grad,Information,Very Good,No,61.18752643
2793,2004,40,Male,Never Married,HS Grad,Industrial,Very Good,Yes,85.38394038
2794,2004,48,Male,Married,Some College,Information,Good,Yes,123.8237338
2795,2005,43,Male,Married,College Grad,Information,Good,Yes,176.9896505
2796,2009,56,Male,Married,Advanced Degree,Information,Very Good,Yes,118.8843593
2797,2003,55,Male,Married,Advanced Degree,Information,Very Good,No,268.266292
2798,2008,38,Male,Never Married,HS Grad,Industrial,Good,Yes,89.49247952
2799,2006,52,Male,Married,HS Grad,Industrial,Good,Yes,92.89584479
2800,2003,40,Male,Married,Advanced Degree,Information,Good,No,127.1157438
2801,2005,29,Male,Married,Advanced Degree,Information,Very Good,Yes,115.3750386
2802,2007,45,Male,Married,College Grad,Information,Very Good,Yes,130.9836943
2803,2003,39,Male,Married,Less than HS Grad,Industrial,Good,No,68.74808773
2804,2005,50,Male,Married,College Grad,Industrial,Very Good,Yes,182.020621
2805,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,143.8085568
2806,2004,57,Male,Married,Advanced Degree,Information,Very Good,Yes,134.7053751
2807,2003,30,Male,Married,HS Grad,Industrial,Good,No,63.188861
2808,2005,56,Male,Divorced,Some College,Information,Very Good,Yes,75.35567932
2809,2008,43,Male,Married,Advanced Degree,Information,Very Good,Yes,176.9906754
2810,2004,43,Male,Married,College Grad,Information,Very Good,Yes,104.9215065
2811,2005,67,Male,Married,Some College,Information,Good,Yes,123.0896998
2812,2005,50,Male,Married,HS Grad,Information,Very Good,Yes,111.7208494
2813,2005,49,Male,Married,Some College,Information,Very Good,Yes,111.7208494
2814,2004,50,Male,Married,HS Grad,Industrial,Good,Yes,87.98103279
2815,2004,59,Male,Married,College Grad,Information,Very Good,Yes,144.2107612
2816,2007,51,Male,Married,Some College,Industrial,Very Good,Yes,117.1468169
2817,2005,39,Male,Married,HS Grad,Industrial,Very Good,Yes,78.3924668
2818,2009,54,Male,Married,Some College,Industrial,Good,Yes,99.6894637
2819,2004,55,Male,Married,Some College,Information,Very Good,Yes,123.0896998
2820,2005,45,Male,Married,Some College,Industrial,Very Good,No,127.1157438
2821,2003,54,Male,Married,Some College,Information,Very Good,Yes,139.0034081
2822,2008,23,Male,Never Married,HS Grad,Industrial,Very Good,Yes,127.1157438
2823,2003,74,Male,Widowed,College Grad,Information,Good,No,70.47601965
2824,2005,52,Male,Married,HS Grad,Industrial,Very Good,No,109.8339856
2825,2005,25,Male,Never Married,HS Grad,Industrial,Very Good,No,70.81503862
2826,2008,45,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,70.47601965
2827,2004,37,Male,Married,Some College,Information,Very Good,Yes,176.9896505
2828,2005,55,Male,Married,Some College,Industrial,Very Good,Yes,113.5670896
2829,2004,25,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,82.6796373
2830,2008,66,Male,Married,College Grad,Industrial,Very Good,Yes,148.4131591
2831,2007,47,Male,Never Married,College Grad,Information,Very Good,Yes,161.2224955
2832,2005,36,Male,Married,College Grad,Industrial,Very Good,Yes,127.1157438
2833,2004,63,Male,Married,HS Grad,Information,Good,Yes,134.7053751
2834,2003,44,Male,Married,College Grad,Industrial,Very Good,Yes,160.6424754
2835,2009,37,Male,Married,Advanced Degree,Information,Very Good,Yes,267.9010869
2836,2006,32,Male,Never Married,College Grad,Industrial,Very Good,Yes,104.9215065
2837,2004,43,Male,Married,Some College,Information,Very Good,Yes,134.7053751
2838,2009,37,Male,Married,College Grad,Information,Very Good,Yes,123.0896998
2839,2009,26,Male,Never Married,HS Grad,Industrial,Very Good,No,66.96164432
2840,2004,39,Male,Married,Some College,Information,Very Good,Yes,91.69922611
2841,2008,45,Male,Married,Advanced Degree,Information,Very Good,Yes,160.6424754
2842,2009,40,Male,Never Married,College Grad,Industrial,Very Good,Yes,136.8763676
2843,2006,51,Male,Married,Advanced Degree,Information,Very Good,Yes,153.4575153
2844,2009,52,Male,Married,HS Grad,Industrial,Very Good,No,61.18752643
2845,2007,43,Male,Married,HS Grad,Industrial,Very Good,Yes,65.11085372
2846,2005,52,Male,Married,College Grad,Industrial,Very Good,Yes,114.4757133
2847,2005,50,Male,Never Married,Advanced Degree,Information,Very Good,Yes,182.020621
2848,2005,54,Male,Married,College Grad,Information,Very Good,No,114.4757133
2849,2004,28,Male,Married,HS Grad,Industrial,Very Good,Yes,97.49329405
2850,2003,28,Male,Married,HS Grad,Industrial,Very Good,Yes,136.8763676
2851,2005,26,Male,Never Married,College Grad,Information,Good,No,97.49329405
2852,2009,45,Male,Divorced,HS Grad,Industrial,Very Good,Yes,81.28325328
2853,2003,34,Male,Divorced,HS Grad,Information,Very Good,No,73.77574327
2854,2006,73,Male,Married,HS Grad,Information,Good,Yes,118.8843593
2855,2009,31,Male,Never Married,HS Grad,Industrial,Good,Yes,113.5670896
2856,2005,29,Male,Never Married,Some College,Industrial,Very Good,Yes,90.48191336
2857,2008,40,Male,Married,Advanced Degree,Information,Very Good,Yes,160.6424754
2858,2003,38,Male,Married,Advanced Degree,Information,Very Good,Yes,179.5280922
2859,2004,42,Male,Married,Some College,Industrial,Very Good,Yes,147.7667762
2860,2007,50,Male,Married,HS Grad,Information,Very Good,Yes,87.98103279
2861,2008,51,Male,Married,HS Grad,Industrial,Very Good,Yes,59.03285483
2862,2009,40,Male,Separated,HS Grad,Information,Very Good,Yes,107.3160632
2863,2008,25,Male,Never Married,College Grad,Information,Very Good,No,49.55533812
2864,2009,47,Male,Divorced,College Grad,Industrial,Very Good,Yes,144.4780877
2865,2009,27,Male,Married,Some College,Information,Very Good,Yes,81.28325328
2866,2003,53,Male,Divorced,College Grad,Industrial,Good,No,81.63526865
2867,2004,67,Male,Married,Less than HS Grad,Information,Very Good,Yes,87.98103279
2868,2008,40,Male,Married,College Grad,Information,Good,Yes,130.9821774
2869,2003,44,Male,Married,College Grad,Industrial,Very Good,Yes,87.98103279
2870,2004,33,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,81.28325328
2871,2004,29,Male,Never Married,Some College,Industrial,Very Good,Yes,89.24288466
2872,2003,32,Male,Never Married,Advanced Degree,Information,Very Good,Yes,114.1133945
2873,2009,27,Male,Never Married,HS Grad,Information,Very Good,Yes,104.9215065
2874,2003,40,Male,Married,HS Grad,Information,Very Good,Yes,112.6488963
2875,2008,36,Male,Divorced,HS Grad,Information,Very Good,No,56.90553914
2876,2003,48,Male,Never Married,HS Grad,Information,Very Good,Yes,87.98103279
2877,2004,56,Male,Married,Some College,Information,Very Good,Yes,118.8843593
2878,2004,24,Male,Married,Less than HS Grad,Industrial,Very Good,No,127.1157438
2879,2006,53,Male,Married,Advanced Degree,Industrial,Very Good,Yes,134.7053751
